"158","Justice Hill","RB","BAL","11.5","5.2","7.4","21.6","3.5","1.4","13.8","2.9","8.8","1.8","8.1","14.2","6.1","BYE","17.8","3","-","-","8.5","127.1"
"159","Cam Little","K","JAC","7","7","5","11","14","4","6","10","1","1","8","BYE","6","4","15","2","10","15","7.4","126"
"159","Allen Lazard","WR","NYJ","26.9","3.1","13.8","10.8","13.4","23.4","9.8","-","-","-","-","BYE","-","2.8","0","4","1.9","16.1","10.5","126"
"161","Ameer Abdullah","RB","FA","0","2.2","3.3","0","14.1","4.8","0","2.1","5.6","-","10.7","17.5","7.3","0.8","19.6","19.5","17.7","-","7.8","125.2"
"162","Xavier Legette","WR","CAR","7.5","0","6.2","19.6","1.8","11.3","2.9","13.4","13.9","7","BYE","9.6","9.3","5.9","2.9","-","7.8","6","7.8","125.1"
"163","Chad Ryland","K","ARI","-","-","-","-","11","8","5","10","11","7","BYE","6","17","4","14","15","3","14","9.6","125"
"163","Minnesota Vikings","DST","MIN","0","13","13","0","16","BYE","11","1","11","13","11","7","5","0","8","6","5","5","7.4","125"
"165","Dak Prescott","QB","DAL","11.5","14.9","29.9","16.7","18.4","5.2","BYE","15.6","12.3","-","-","-","-","-","-","-","-","-","15.6","124.5"
"166","Michael Wilson","WR","ARI","7.5","5.1","14.4","4.8","12.8","10.1","2.5","14.1","0","5.4","BYE","7.4","10.5","13.7","2.9","6.4","6.9","-","7.8","124.5"
"167","Jaylen Warren","RB","PIT","4","8.1","1.1","-","-","4.8","7.9","7.9","BYE","9.5","10.8","15.4","10.4","9.2","2.5","14.2","16.2","2.1","8.3","124.1"
"168","Kayshon Boutte","WR","NE","-","-","1.2","2.1","5.4","14.9","4.3","7.6","3.8","8.7","7.3","3.6","9.1","BYE","3.9","20.5","6.8","24.7","8.3","123.9"
"169","Isaiah Likely","TE","BAL","26.1","4.6","1.4","3.6","16.3","4.7","3.7","8.7","0","-","9.5","0","14.8","BYE","3.7","11.9","7.9","6.8","7.7","123.7"
"170","Demarcus Robinson","WR","SF","8.2","7","4.2","5.7","11.8","-","1.9","17.5","27.4","3.3","3.9","9.5","12.9","0","0","0","0","10.2","7.3","123.5"
"171","Juwan Johnson","TE","NO","10.6","0","0","3.3","8.1","7.8","4.8","7.8","6.1","4.2","12","BYE","8.6","15","3.2","4.7","12.6","14","7.2","122.8"
"172","Amari Cooper","WR","FA","3.6","4.1","27.6","7.5","10","8.2","16.6","1.3","-","-","7.5","-","4.2","15.5","0","2","14.6","-","8.8","122.7"
"173","Stefon Diggs","WR","NE","21.9","7.7","19.9","18.5","14.2","19.7","7.3","12.7","-","-","-","-","-","BYE","-","-","-","-","15.2","121.9"
"173","Tyler Conklin","TE","LAC","1.6","2","14.3","5.7","11.5","3","10.7","13.2","0.7","1.8","1.7","-","7.2","6.3","-","10.9","21.7","9.6","7.6","121.9"
"175","Tyler Lockett","WR","FA","13.7","3.5","9.6","11.1","11.5","16.5","8.5","1.9","15.3","-","3.9","4","4.6","0","3.2","3.9","5","4.8","7.1","121"
"175","Chicago Bears","DST","CHI","24","6","5","8","14","9","BYE","3","7","4","4","4","4","-1","5","0","12","13","7.1","121"
"177","Elijah Moore","WR","FA","3.9","10.4","3.7","2.1","4.1","1.3","10.1","16.5","5.8","-","18.6","5.1","19.2","6.4","1.9","4.1","1.1","6.6","7.1","120.9"
"178","Cole Kmet","TE","CHI","1.4","6.7","25.7","6.4","8.7","24","BYE","4.4","0","3.3","7.2","13.4","5.6","0","2.4","8.9","0","2.3","7.1","120.4"
"179","Justin Fields","QB","NYJ","11.9","11.4","19.4","32","15.9","23.7","-","-","-","-","1.7","2.6","0.7","-","0.8","-","-","-","12","120.1"
"180","Younghoe Koo","K","ATL","4","10","7","20","17","12","2","7","3","5","9","BYE","8","7","9","-","-","-","8.6","120"
"180","Joey Slye","K","TEN","10","8","4","11","4","3","5","5","7","13","11","1","12","-","7","3","1","15","7.1","120"
"182","Andrei Iosivas","WR","CIN","5.6","14.7","16.2","3.9","4.9","5.6","0","0","8","4.9","7.6","BYE","12.5","8.1","1.5","14.3","8.9","3.2","7.1","119.9"
"183","Calvin Austin III","WR","PIT","1.7","1.6","19.5","2.7","1.6","5.6","4.6","20.4","BYE","4","0.9","16.8","10.9","1.4","11.5","10.5","7.1","-2","7","118.8"
"184","Dalton Schultz","TE","HOU","4.6","4.1","3.1","6.4","7.4","6.7","3.8","9.2","5.1","9.6","8.3","4","17.1","BYE","3.3","15.5","4.1","5.9","7","118.2"
"185","Jake Moody","K","SF","26","5","6","13","8","-","-","-","BYE","12","5","5","4","8","9","5","4","8","8.4","118"
"186","Houston Texans","DST","HOU","4","15","3","2","2","0","9","0","2","10","19","19","3","BYE","15","1","2","11","6.9","117"
"187","Ray Davis","RB","BUF","3.7","3.8","9.3","1.1","1.4","18.2","11.7","2.9","17","0.6","1.1","BYE","13.7","0","10.9","3.9","2.3","14.5","6.8","116.1"
"188","Austin Seibert","K","FA","-","22","9","11","10","15","17","13","9","-","-","9","-","-","-","-","-","-","12.8","115"
"189","Jordan Mason","RB","MIN","22.2","17.4","10.8","24","8.8","9.2","8.9","1.8","-","0.5","1.3","2.3","7.8","-","-","-","-","-","9.6","115"
"190","Cooper Rush","QB","BAL","-0.1","0.2","-","-","-","1","-","-","11","-2","17.4","18","11.8","14.8","19.1","15.3","8.1","-","9.5","114.6"
"191","Chig Okonkwo","TE","TEN","9.5","4.6","3.5","1.5","BYE","3.6","9","1.4","6.8","2.4","3.9","14","5.7","3.8","13.9","19.1","10.9","0","6.7","113.6"
"192","Tyjae Spears","RB","TEN","7.2","5.1","10.1","11.9","BYE","2.7","-","-","-","8.1","2.8","-","0.3","3.3","27.2","21.6","13.3","-","9.5","113.6"
"193","Noah Gray","TE","KC","6.7","0","2.3","8","4.9","BYE","10.6","5.3","0","3.8","18.3","22.6","9.8","6.6","10.1","2","1.6","0.7","6.7","113.3"
"194","Seattle Seahawks","DST","SEA","0","6","13","1","11","2","16","2","5","BYE","5","20","0","7","1","3","16","5","6.6","113"
"195","Olamide Zaccheaus","WR","CHI","2.5","4.4","0","14.5","2","6.7","6.5","0","6.8","-0.2","2","1.8","4.4","-","6.6","24","23.3","7.1","6.6","112.4"
"196","Pittsburgh Steelers","DST","PIT","12","0","0","2","11","13","8","15","BYE","0","9","7","15","10","0","2","-1","9","6.6","112"
"197","Keon Coleman","WR","BUF","9.1","0","9.4","8.1","11.9","5.6","16.5","18","5.1","-","-","BYE","-","-","7.4","2.7","11.7","6","8.6","111.5"
"198","Dontayvion Wicks","WR","GB","0","11.6","0","24.8","4","1.9","13.8","3.1","0","BYE","0","3.5","7","8.9","3.4","10.3","8.3","9.9","6.5","110.5"
"199","Will Dissly","TE","LAC","2.3","5.9","4.9","4.4","BYE","6.6","16.1","9.1","2.9","8","18","8.7","0","3.9","-","-","4.1","15.2","7.3","110.1"
"200","Darius Slayton","WR","NYG","5.6","6.3","1.7","8.6","26.2","11.7","2.1","14.8","9","-","BYE","0","2.8","4.7","2.6","3.7","10.2","0","6.9","110"
"201","Cairo Santos","K","CHI","13","11","6","7","6","5","BYE","1","13","3","9","9","2","1","6","5","4","8","6.4","109"
"202","Austin Hooper","TE","NE","5.1","1.5","2.9","9.3","1.9","-0.5","7.2","4.5","1.8","9.4","7.5","15.9","14.2","BYE","6.8","9.5","4.9","6.7","6.4","108.6"
"203","Nick Folk","K","FA","6","6","2","24","-","6","4","2","8","5","8","18","9","7","3","-","-","-","7.7","108"
"203","Philadelphia Eagles","DST","PHI","3","1","7","3","BYE","9","15","6","9","0","6","8","4","4","8","0","19","6","6.4","108"
"205","Joshua Palmer","WR","BUF","3.5","3.9","-","6.6","-","5.8","10.3","9.2","14.3","4.6","4.3","6.8","4.1","13.8","3","9.1","8.1","-","7.2","107.4"
"206","Eddy Pineiro","K","FA","5","3","13","7","4","9","1","2","6","10","-","13","12","4","2","6","2","8","6.3","107"
"207","Devaughn Vele","WR","DEN","11.9","-","-","-","-","11.8","3","5.8","3.1","13.9","10.6","14","2.6","BYE","0","10.1","4.7","15","8.2","106.5"
"208","Gardner Minshew II","QB","KC","11.8","13.9","15","5","9.7","BYE","1.4","15","3","-","19","12.7","-","-","-","-","-","-","10.6","106.3"
"209","Tyler Allgeier","RB","ATL","2.1","7.5","3.2","10","5.5","19.8","5.5","3.3","7.8","5.9","0.9","BYE","3.2","12.3","4.3","4.1","1.9","8.9","6.2","106.2"
"210","Joe Flacco","QB","FA","-","-","-","15","26.6","14.7","-","0","4.1","13.9","-","-","-","-","-","-","17.3","14.6","13.3","106"
"211","Christian Watson","WR","GB","10.3","0","8.7","0","-","15.8","1.5","7.9","8.7","BYE","19","0.4","8.7","13.4","8.6","2.3","-","0","7","105.3"
"212","Mason Rudolph","QB","PIT","-","-","-","3.4","-","-","10.9","21.5","18.5","-","-","-","-","-","16.8","17.4","13","3.3","13.1","104.8"
"213","Jake Ferguson","TE","DAL","4.5","-","15.5","11.9","13","4.1","BYE","8.3","14.1","4.4","2.1","-","-","6.2","4.3","10","2.8","3.2","7.5","104.4"
"214","KaVontae Turpin","WR","DAL","6","2.6","14.2","0","8.4","5","BYE","3.7","6.6","0","17.6","7.8","9.5","4.1","2.7","2.8","4.4","8.8","6.1","104.2"
"215","Mac Jones","QB","SF","-","-","-1.1","-","-","0.2","-","-","BYE","7.2","5.2","-","20","7.1","20.7","13.9","17.2","13.7","10.4","104.1"
"216","Noah Fant","TE","SEA","3.1","2.4","12","4.6","5.4","12.3","10.5","5.2","-","BYE","-","-","5.6","4.8","4.5","8","8.3","17.3","7.4","104"
"216","Baltimore Ravens","DST","BAL","4","7","5","9","1","5","6","3","0","4","7","0","0","BYE","6","14","17","16","6.1","104"
"218","Dallas Goedert","TE","PHI","7.1","6.8","27","13.2","BYE","0","-","-","-","10.5","11.1","5.9","12.5","-","-","-","-","9.5","10.4","103.6"
"219","Antonio Gibson","RB","NE","1.8","11.3","6.7","10.9","6.6","7.3","2.3","0.7","2.1","2.6","3","5.5","12.2","BYE","8.4","5.6","6.3","10.1","6.1","103.4"
"220","Taysom Hill","TE","NO","4.6","2.9","-","14.4","-","-","-","6.2","16","7","42.5","BYE","9.7","-","-","-","-","-","12.9","103.3"
"220","Foster Moreau","TE","NO","14.3","0","1.2","0","9.3","7.4","5.8","0","8.7","0","8","BYE","2.6","6","13.9","5.3","13.7","7.1","6.1","103.3"
"222","Jalen Nailor","WR","MIN","9.1","14.4","12.4","2.1","0","BYE","11.6","3.6","7.7","1.4","0","7.5","2.8","0","1.5","1.5","19.1","8.3","6.1","103"
"223","Dalton Kincaid","TE","BUF","2.1","7.3","13.1","9.7","5.4","11.1","8.2","13.1","7.2","4.4","-","BYE","-","-","9.3","5.5","4.4","-","7.8","100.8"
"224","Harrison Butker","K","KC","9","10","13","5","14","BYE","4","10","7","10","-","-","-","-","3","10","5","0","7.7","100"
"225","Brandon McManus","K","GB","-","-","-","-","-","-","7","12","6","BYE","2","10","13","7","12","13","5","12","9","99"
"226","Tutu Atwell","WR","LAR","0","7.8","13.3","12.2","12.5","BYE","11.1","2.8","2.6","1.6","3.1","6","5.9","7.5","1.6","2.2","0","8.7","5.8","98.9"
"227","Mack Hollins","WR","NE","10.5","0","2.6","1.5","4.7","7.8","0","0","14","12.6","4.7","-","7.7","15.7","1.7","4.5","5.3","5.5","5.8","98.8"
"228","Green Bay Packers","DST","GB","7","0","21","0","13","10","4","5","2","BYE","6","12","8","2","0","0","3","5","5.8","98"
"228","Detroit Lions","DST","DET","0","0","0","7","BYE","18","6","16","9","8","10","7","6","2","-4","7","0","6","5.8","98"
"228","Buffalo Bills","DST","BUF","5","18","0","-1","5","6","11","9","3","0","0","BYE","12","0","0","14","13","3","5.8","98"
"231","Aidan O'Connell","QB","LV","-","-","7.3","-","2.8","12.1","2.1","-","-","BYE","-","-","19.6","7.8","-","11.5","17.6","16.9","10.8","97.5"
"232","Jaleel McLaughlin","RB","DEN","5.8","0.6","8.4","5.6","11.5","4.5","3.5","12.6","5","1.2","1.9","4.4","9.4","BYE","6.4","-","9.6","6.8","6.1","97.2"
"233","Parker Washington","WR","JAC","1.3","0","3.8","0","0","0","6","7.6","7.1","0","2","BYE","24.3","3.5","8.4","11.4","12.1","9.5","5.7","97"
"234","Devin Singletary","RB","NYG","9.2","14.5","18.8","4.8","-","0","3.1","4.3","3.3","5.5","BYE","9","2.3","0.8","13.1","1.2","4","2.7","6","96.6"
"235","Los Angeles Chargers","DST","LAC","14","0","0","8","BYE","7","0","12","18","8","0","0","19","4","1","2","0","3","5.6","96"
"235","Emanuel Wilson","RB","GB","6.8","0.9","16.5","2.7","2.5","8.3","1.1","2.3","9.9","BYE","1.7","4.1","2","0.7","0.9","12.6","8.9","14.1","5.6","96"
"237","Isaac Guerendo","RB","SF","0","0","1.9","-2","2.2","9.9","1.7","19.2","BYE","0","0","0","8.6","26.8","11.5","-","13.9","0.5","5.9","94.2"
"238","Los Angeles Rams","DST","LAR","4","-1","3","3","10","BYE","17","6","22","7","0","0","1","0","12","9","0","1","5.5","94"
"238","Evan McPherson","K","CIN","6","16","9","13","4","5","3","5","12","4","9","BYE","8","-","-","-","-","-","7.8","94"
"240","Ricky Pearsall","WR","SF","-","-","-","-","-","-","5.1","11.7","BYE","17.3","0","0","0","1.5","2.6","7.7","28.7","18.9","8.5","93.5"
"241","Cam Akers","RB","FA","-","2.5","9.9","5.3","12.7","-0.1","0","-","7.3","5.7","11.6","3.5","2.2","3.7","8.4","0.3","11.3","8.9","5.8","93.2"
"242","Jalen Coker","WR","CAR","-","-","-","0","10.8","6","2","17.8","5.6","7.1","BYE","-","-","-","21","2.8","5.5","14","8.4","92.6"
"243","Tim Patrick","WR","DET","-","3.2","1.8","7.2","BYE","9.8","4.5","0","3.2","0","5.6","9.5","6.8","22.3","13","0","2","3.5","5.8","92.4"
"244","Ty Johnson","RB","BUF","0.7","4.2","13.6","6.3","1.5","3.4","7.4","0","2.3","6.2","1.8","BYE","4.7","13.5","17.3","3","3.5","2.3","5.4","91.7"
"245","Brenton Strange","TE","JAC","0","9.5","9.2","4.9","12.4","2.1","0","10.9","0","4.5","1.6","BYE","2.4","3.1","18.3","2.2","0","10","5.4","91.1"
"246","Kansas City Chiefs","DST","KC","4","11","5","6","0","BYE","8","8","2","0","0","0","6","0","21","7","13","0","5.4","91"
"246","Jordan Akins","TE","FA","5.7","2","6.9","2","11.2","0","8.2","0","6.2","-","2.9","6.8","0","2.4","6","1.8","10.9","18","5.4","91"
"248","Greg Dortch","WR","ARI","11.1","3.1","6.5","7.8","1.7","4.6","7.5","1.9","0","0.9","BYE","1.5","2.7","1.5","9.6","3.7","4.8","21.4","5.3","90.3"
"249","Evan Engram","TE","DEN","1.5","-","-","-","-","18.2","8.5","13.6","11.5","10","7.8","-","11.1","7.3","-","-","-","-","9.9","89.5"
"250","Diontae Johnson","WR","FA","3.9","4.5","26.2","21.3","5.9","19.8","2.7","-","0","1.6","0","0","-","-","-","-","-","3.2","7.4","89.1"
"251","T.J. Hockenson","TE","MIN","-","-","-","-","-","BYE","-","-","5.7","15.2","3.3","18.4","5.8","8.5","10.2","4.7","11.8","2.9","8.7","86.5"
"252","Noah Brown","WR","WAS","-","8.6","5.9","5.6","-","9.8","2.6","16.3","11","6.3","1.4","13.1","5.7","BYE","-","-","-","-","7.8","86.3"
"253","Braelon Allen","RB","NYJ","2.7","19.6","9.8","5.6","3.8","0.8","1.6","9.2","0.9","4.4","0.6","BYE","4.7","12.1","0.5","2","2.6","4.3","5","85.2"
"254","Drew Lock","QB","FA","-","-","-","-","-","-","1.5","-","-","-","-","0.1","15.8","16","-","8.5","34.4","8.8","12.2","85.1"
"255","David Moore","WR","CAR","2.4","0","0","0","3.3","3.7","0","7.9","4","3.8","BYE","20.1","9","4.5","3.9","11.9","2.7","7.9","5","85.1"
"256","Marquez Valdes-Scantling","WR","SEA","2.9","0","1.7","0","0","0","-","-","1.5","25.9","16.7","-","11.6","9.1","8.8","-","0","6.3","6","84.5"
"257","Dustin Hopkins","K","CLE","7","13","1","6","9","12","0","12","4","BYE","0","4","7","2","-","0","3","4","5.3","84"
"257","New Orleans Saints","DST","NO","14","8","0","4","0","9","2","5","3","8","4","BYE","2","10","9","0","3","3","4.9","84"
"257","Tampa Bay Buccaneers","DST","TB","3","5","2","11","4","0","0","3","5","5","BYE","10","0","10","8","1","14","3","4.9","84"
"260","Zack Moss","RB","CIN","14.1","5.7","20.7","17.8","8.2","0.5","7","7.9","-","-","0","BYE","-","-","-","-","-","-","9.1","81.9"
"261","Samaje Perine","RB","CIN","2","1.3","7","7.4","3.4","-","3.8","5","13.5","5.7","2.8","4.4","2.5","2.9","4.4","8","4.9","2.4","4.8","81.4"
"262","Cedric Tillman","WR","CLE","1.3","1.2","1.4","0","0","-0.5","18.1","28.9","19.5","BYE","7.7","2.8","-","-","-","-","-","-","7.3","80.4"
"263","Sterling Shepard","WR","TB","-","-","0","8.1","7.4","8.4","4.5","4.8","10.9","2","BYE","6.6","8.2","10.3","2.6","4.4","-","2.1","5.7","80.3"
"264","Rashid Shaheed","WR","NO","16.3","20.9","0","15.7","18.6","8.3","-","-","-","-","-","BYE","-","-","-","-","-","-","13.3","79.8"
"265","Deshaun Watson","QB","CLE","12.7","15.4","16.4","13.2","8.4","8.4","5.1","-","-","BYE","-","-","-","-","-","-","-","-","11.4","79.7"
"266","AJ Barner","TE","SEA","0","0","4.3","10.7","2.3","2.3","1.5","5.4","6.7","BYE","3.5","4.9","9.4","2.3","1.5","9.3","0","14.4","4.6","78.5"
"267","Tyler Boyd","WR","FA","4.8","4.6","6.3","5.1","-","4.9","9.3","4.4","0.3","0","5.4","11.5","6.7","1.7","5.9","4","3.4","-","4.9","78.3"
"268","Roschon Johnson","RB","CHI","-","-","10.2","8.6","14.5","5.3","BYE","6.6","4.1","1.1","11.1","8.2","0","-","-","0.3","0.5","6.9","6","77.4"
"269","Miles Sanders","RB","DAL","2.2","5.5","11","7.6","5.3","2.3","3.8","11.5","1","0.5","-","-","-","-","-","-","-","26.6","7","77.3"
"270","Chris Olave","WR","NO","3.1","12.8","20.6","16.7","3","-0.5","-","18.7","2.3","-","-","BYE","-","-","-","-","-","-","9.6","76.7"
"271","Ja'Tavion Sanders","TE","CAR","1.4","2.8","0","3.6","4.3","9.9","12.1","1.7","12.7","8.8","BYE","7.9","-","0","0","0","1.5","6.5","4.6","73.2"
"272","Miami Dolphins","DST","MIA","6","0","7","0","6","BYE","3","0","2","0","6","12","-1","3","7","6","12","4","4.3","73"
"273","Spencer Rattler","QB","NO","-","-","-","-","-","14.4","6.3","6.2","-","-","-","BYE","-","-","9.4","5.9","15.3","14.7","10.3","72.3"
"274","Arizona Cardinals","DST","ARI","9","0","0","-2","9","1","0","3","12","12","BYE","11","7","0","5","0","4","0","4.2","71"
"275","Christian Kirk","WR","HOU","4","0.9","15.9","19.1","12.8","6.9","3.4","7.9","-","-","-","-","-","BYE","-","-","-","-","8.9","70.9"
"275","Raheem Mostert","RB","LV","3.9","-","-","-","11.8","-","3","16","8.8","5.4","-0.2","1.2","5.4","-","5.1","6.6","3.9","0","5.5","70.9"
"277","Dallas Cowboys","DST","DAL","0","1","-1","4","6","-1","BYE","0","4","8","2","22","17","4","0","0","-4","8","4.1","70"
"278","Brandin Cooks","WR","NO","14.5","3.6","3.6","2.6","-","-","-","-","-","-","-","BYE","10.6","7.3","6.4","7.8","9.2","4","7","69.6"
"279","Sean Tucker","RB","TB","0","0","0.4","2.7","0","34.2","4.8","2.5","2.7","0","BYE","8","0","4.7","1.7","0","5.4","1.6","4","68.7"
"280","Theo Johnson","TE","NYG","2.8","0","2.3","1.6","9.8","6","0","6.5","14.1","7.7","BYE","6.9","10.4","-","-","-","-","-","5.7","68.1"
"281","Dyami Brown","WR","JAC","0","3.7","3.6","1.4","13.7","2.1","3.3","1.6","3.4","0.7","1.4","5.6","7.9","-","6","7.6","-","5.4","4.2","67.4"
"282","Troy Franklin","WR","DEN","-","0","3.1","1.8","3","11.6","10","1.9","2.9","1.9","9.5","5.1","4.8","BYE","2.9","4.5","0.9","3.2","4.2","67.1"
"283","San Francisco 49ers","DST","SF","6","8","3","22","11","7","5","0","BYE","3","0","-2","-4","13","0","-1","0","-4","3.9","67"
"284","Greg Joseph","K","FA","-","-","3","19","11","1","3","14","-","-","-","-","-","-","9","-","-","6","8.3","66"
"285","Josh Oliver","TE","MIN","4.7","0","0","9","0","BYE","1.5","11","16.8","9.2","6.4","-","-","3.6","0","0","0","3.6","4.4","65.8"
"286","Colby Parkinson","TE","LAR","8.7","2.2","5.1","7.3","12.2","BYE","5.2","3.7","0","0","8.9","2","2.3","2.1","4.1","0","0","1.6","3.8","65.4"
"287","Kendrick Bourne","WR","NE","-","-","-","-","1.6","2.9","2.4","0","8.1","-","18","6","7.5","BYE","7.4","3.8","4.2","3.2","5.4","65.1"
"288","New England Patriots","DST","NE","11","3","2","5","10","0","0","1","4","16","0","9","4","BYE","-1","4","-4","1","3.8","65"
"289","Andy Dalton","QB","CAR","0","-","24.6","16.7","4.7","16.9","2","-","-","-","BYE","-","-","-","-","-","-","-","10.8","65"
"290","Rashee Rice","WR","KC","17.3","18.5","29.1","0","-","BYE","-","-","-","-","-","-","-","-","-","-","-","-","16.2","64.9"
"291","Lil'Jordan Humphrey","WR","NYG","0","9","9.7","0","6.8","1.8","3.2","4.2","3.1","4.3","15.2","2.4","0","-","0","0","0","4.6","3.8","64.3"
"292","Gus Edwards","RB","FA","3.8","5.9","0.9","1.9","-","-","-","-","-","5.5","2.7","7.1","4.3","9.6","2.3","20.1","-","-","5.8","64.1"
"293","Jeremy McNichols","RB","WAS","0","0","0.1","20.4","10.4","0.9","4.2","-0.1","2","6.7","1.6","2.2","3.2","BYE","1.4","7.8","3","0","3.8","63.8"
"294","Curtis Samuel","WR","BUF","3.5","1.3","5.2","3.5","0.9","7.4","0","-","0","7.5","16.8","BYE","0.7","3.6","1.1","-","-","12.2","4.6","63.7"
"295","Tyler Huntley","QB","FA","-","-","-","11.8","7.5","-","9.5","-","-","-","-","-","-","-","-","-","24.2","10.7","12.7","63.7"
"296","Van Jefferson","WR","TEN","1.1","3.4","0","4.1","5.6","0","9.5","10.2","-","0","0","5.9","5.3","8","1","4.7","0","4.8","3.7","63.6"
"297","Nick Chubb","RB","FA","-","-","-","-","-","-","10.2","5.2","4.5","-","5","19","12.5","4.8","2.1","-","-","-","7.9","63.3"
"298","Justin Watson","WR","HOU","3.5","4.2","2.3","4.7","0","-","1.8","6.3","7.3","2.6","4.6","2.5","7.6","0","0","0","14","1.5","3.7","62.9"
"299","Brandon Aiyuk","WR","SF","4.8","8.3","9.8","6.8","22.7","5.7","4.3","-","BYE","-","-","-","-","-","-","-","-","-","8.9","62.4"
"300","New York Giants","DST","NYG","0","5","13","2","0","7","4","0","0","4","BYE","1","0","7","1","2","13","3","3.6","62"
"300","Anders Carlson","K","NYJ","-","-","-","-","-","-","8","16","-","-","11","BYE","1","16","7","3","-","-","8.9","62"
"302","Tyler Johnson","WR","NYJ","12.9","4","5","0","0","-","9.7","1.6","6.8","5.5","0","2.1","0","0","0","-","-","13.5","4.1","61.1"
"303","Cleveland Browns","DST","CLE","0","0","6","11","6","10","3","3","6","BYE","0","0","3","3","0","6","5","-1","3.6","61"
"304","Josh Whyle","TE","TEN","0","3.3","8.3","1.5","BYE","1.2","6.4","5.3","2.2","0","1.6","0","1.3","5.1","14.7","0","0","9.9","3.6","60.8"
"305","Kenneth Gainwell","RB","PIT","2.2","0.6","3.2","0.9","-","2.3","7.7","1.9","2","4.9","5.9","8.2","0","5.3","9","0.3","1.9","4.3","3.6","60.6"
"306","Las Vegas Raiders","DST","LV","1","4","-2","9","2","0","4","3","5","BYE","1","0","6","0","9","6","12","0","3.5","60"
"306","Washington Commanders","DST","WAS","-3","4","1","0","13","0","16","6","4","0","2","4","7","BYE","6","0","0","0","3.5","60"
"308","Grant Calcaterra","TE","PHI","2.1","3.9","0","3.6","BYE","10.7","1.5","8.8","8","0","0","0","0","10.6","3.2","0","4.4","3","3.5","59.8"
"309","Dawson Knox","TE","BUF","3.3","0","1.7","1","0","8.2","1.5","7","1.5","6","8","BYE","7.6","1.5","6.2","4.2","1.4","-","3.7","59.1"
"310","Brayden Narveson","K","FA","11","12","13","3","7","11","-","-","-","-","-","-","-","-","-","2","-","-","8.4","59"
"311","Kyle Juszczyk","RB","SF","6","4.9","1.6","2.2","0","10.6","1.4","1.7","BYE","0","3.2","2.4","-2.1","1.3","0","3.6","7.9","12.9","3.4","57.6"
"312","Ezekiel Elliott","RB","FA","12.9","5.2","2.2","3.4","1.7","1.7","-","10.8","-","0.2","5.4","0.6","0.4","1.6","5.1","6.1","0.2","-","3.8","57.5"
"313","Luke Schoonmaker","TE","DAL","0","10.3","1.5","0","1.8","0","BYE","0","0","0","11.6","14.5","8.3","4.2","0","1.3","0","3.6","3.4","57.1"
"314","Jacksonville Jaguars","DST","JAC","4","3","0","4","0","3","0","2","10","11","-4","BYE","0","9","0","3","9","3","3.4","57"
"315","Isiah Pacheco","RB","KC","15.8","16.1","-","-","-","BYE","-","-","-","-","-","-","5.9","8.1","5.7","3.5","1.8","-","8.1","56.9"
"316","Mike Williams","WR","LAC","0","2.9","6.4","10.7","4.5","0","2.5","0","1.6","10.2","0","0","0","6.6","2.5","5.4","0","3.5","3.2","56.8"
"317","Kalif Raymond","WR","DET","1.2","5.7","0","1.9","BYE","11.3","12.9","15.4","1","0","5","0","-","-","-","-","-","2.1","4.7","56.5"
"318","Tommy Tremble","TE","CAR","-","5.3","5.9","0","-0.3","-","-","3.3","-","-","BYE","1.5","12.7","7.3","3.5","6.2","0","11","4.7","56.4"
"319","Matthew Wright","K","CAR","-","-","-","-","-","13","-","-","-","-","BYE","-","14","16","-","-","7","6","11.2","56"
"320","Dare Ogunbowale","RB","HOU","1.3","4.3","4.8","15.4","14.7","0.8","0.6","0.4","-0.1","1.1","2.1","0","0","BYE","3.5","0","2.8","4.3","3.3","56"
"321","John Metchie III","WR","HOU","-","-","-","1.7","0","0","0","5.9","0","18.4","6.3","1.6","3.6","BYE","3.7","-","9.8","4.4","4.3","55.4"
"322","New York Jets","DST","NYJ","2","11","0","6","0","2","0","0","14","0","3","BYE","0","-1","6","3","-4","13","3.2","55"
"322","Atlanta Falcons","DST","ATL","3","3","0","17","2","0","0","0","0","1","-3","BYE","11","0","0","25","0","-4","3.2","55"
"324","Malik Washington","WR","MIA","-","-","-","1.8","0","BYE","2.9","0","0.9","10.5","4.8","1.3","0.8","0","10.2","5.8","7","8.8","3.9","54.8"
"325","Emari Demercado","RB","ARI","4.6","4.6","0.7","3.4","1","11.4","1.4","0","16","2.2","BYE","1.4","2.5","5.5","-","-","-","-","4.2","54.7"
"326","Gabe Davis","WR","JAC","9.2","7.3","3.8","0.8","4.8","21.5","2.3","0","-","2.9","1.3","BYE","-","-","-","-","-","-","5.4","53.9"
"327","Trey Sermon","RB","FA","0","1.7","7.6","0.8","18.3","2.9","5.9","2.4","2.3","1.4","1.3","0","0","-","3.2","2.5","2","1.5","3.2","53.8"
"328","Adonai Mitchell","WR","IND","1.2","4","0","1","9.2","2.9","5","1.9","3.2","13.1","4.5","2","0","BYE","-3","4.6","4.2","0","3.2","53.8"
"329","JuJu Smith-Schuster","WR","KC","0","0","9.7","0","20","BYE","0","-","-","-","1.8","1.6","2","5.1","7.7","0","3.8","1.4","3.8","53.1"
"330","Jordan Whittington","WR","LAR","0","4.2","5.8","12.2","15.9","BYE","0","-","-","0","0","0","0","0","0","0","1.6","12.8","3.5","52.5"
